non_occluded_path,occluded_path,emotion_class,dataset_source,split
RAFDB\RAF-DB\train\2_fear\train_09195_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09195_aligned.jpg,afraid,RAFDB,train
AffectNet\fear\image0037630.jpg,AffectNet\fear\image0037630.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BF27AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF27AFHL.jpg,afraid,KDEF,train
AffectNet\fear\image0008342.jpg,AffectNet\fear\image0008342.jpg,afraid,AffectNet,train
AffectNet\fear\image0004481.jpg,AffectNet\fear\image0004481.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BM05AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BM05AFHL.jpg,afraid,KDEF,train
AffectNet\fear\image0032105.jpg,AffectNet\fear\image0032105.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BF18AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF18AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0033467.jpg,AffectNet\fear\image0033467.jpg,afraid,AffectNet,train
AffectNet\fear\image0036848.jpg,AffectNet\fear\image0036848.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\train\negative\Julie_Gerberding_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Julie_Gerberding_0001_mask.png,afraid,LFW,train
RAFDB\RAF-DB\train\2_fear\train_09315_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09315_aligned.jpg,afraid,RAFDB,train
AffectNet\fear\image0040106.jpg,AffectNet\fear\image0040106.jpg,afraid,AffectNet,train
AffectNet\fear\image0040447.jpg,AffectNet\fear\image0040447.jpg,afraid,AffectNet,train
AffectNet\fear\image0022478.jpg,AffectNet\fear\image0022478.jpg,afraid,AffectNet,train
RAFDB\RAF-DB\train\2_fear\train_09263_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09263_aligned.jpg,afraid,RAFDB,train
KDEF\KDEF_Sorted_Resized\afraid\BF21AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF21AFS.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\BF21AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF21AFHL.jpg,afraid,KDEF,train
LFW\M-LFW-FER\train\negative\Boris_Berezovsky_0002.jpg,LFW\M-LFW-FER-masks\train\negative\Boris_Berezovsky_0002_mask.png,afraid,LFW,train
AffectNet\fear\image0038807.jpg,AffectNet\fear\image0038807.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\train\negative\Don_Boudria_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Don_Boudria_0001_mask.png,afraid,LFW,train
KDEF\KDEF_Sorted_Resized\afraid\AF03AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF03AFHL.jpg,afraid,KDEF,train
LFW\M-LFW-FER\train\negative\John_Brady_0002.jpg,LFW\M-LFW-FER-masks\train\negative\John_Brady_0002_mask.png,afraid,LFW,train
KDEF\KDEF_Sorted_Resized\afraid\AF34AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF34AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0033735.jpg,AffectNet\fear\image0033735.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\train\negative\Marwan_Barghouthi_0002.jpg,LFW\M-LFW-FER-masks\train\negative\Marwan_Barghouthi_0002_mask.png,afraid,LFW,train
KDEF\KDEF_Sorted_Resized\afraid\BF28AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF28AFHL.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\AM26AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AM26AFHR.jpg,afraid,KDEF,train
LFW\M-LFW-FER\train\negative\Luiz_Inacio_Lula_da_Silva_0035.jpg,LFW\M-LFW-FER-masks\train\negative\Luiz_Inacio_Lula_da_Silva_0035_mask.png,afraid,LFW,train
AffectNet\fear\image0035156.jpg,AffectNet\fear\image0035156.jpg,afraid,AffectNet,train
AffectNet\fear\image0037498.jpg,AffectNet\fear\image0037498.jpg,afraid,AffectNet,train
AffectNet\fear\image0036926.jpg,AffectNet\fear\image0036926.jpg,afraid,AffectNet,train
AffectNet\fear\image0039748.jpg,AffectNet\fear\image0039748.jpg,afraid,AffectNet,train
RAFDB\RAF-DB\train\2_fear\train_09332_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09332_aligned.jpg,afraid,RAFDB,train
KDEF\KDEF_Sorted_Resized\afraid\AF16AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF16AFHR.jpg,afraid,KDEF,train
LFW\M-LFW-FER\train\negative\George_W_Bush_0260.jpg,LFW\M-LFW-FER-masks\train\negative\George_W_Bush_0260_mask.png,afraid,LFW,train
KDEF\KDEF_Sorted_Resized\afraid\AM21AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AM21AFHR.jpg,afraid,KDEF,train
AffectNet\fear\image0035829.jpg,AffectNet\fear\image0035829.jpg,afraid,AffectNet,train
AffectNet\fear\image0040902.jpg,AffectNet\fear\image0040902.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BM11AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BM11AFHL.jpg,afraid,KDEF,train
AffectNet\fear\image0021468.jpg,AffectNet\fear\image0021468.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\train\negative\John_Howard_0015.jpg,LFW\M-LFW-FER-masks\train\negative\John_Howard_0015_mask.png,afraid,LFW,train
KDEF\KDEF_Sorted_Resized\afraid\BM08AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BM08AFHR.jpg,afraid,KDEF,train
AffectNet\fear\image0032178.jpg,AffectNet\fear\image0032178.jpg,afraid,AffectNet,train
RAFDB\RAF-DB\train\2_fear\train_09322_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09322_aligned.jpg,afraid,RAFDB,train
LFW\M-LFW-FER\train\negative\Jean_Chretien_0042.jpg,LFW\M-LFW-FER-masks\train\negative\Jean_Chretien_0042_mask.png,afraid,LFW,train
AffectNet\fear\image0034527.jpg,AffectNet\fear\image0034527.jpg,afraid,AffectNet,train
AffectNet\fear\image0023087.jpg,AffectNet\fear\image0023087.jpg,afraid,AffectNet,train
AffectNet\fear\image0031143.jpg,AffectNet\fear\image0031143.jpg,afraid,AffectNet,train
AffectNet\fear\image0003735.jpg,AffectNet\fear\image0003735.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\AM22AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AM22AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0030176.jpg,AffectNet\fear\image0030176.jpg,afraid,AffectNet,train
AffectNet\fear\image0019157.jpg,AffectNet\fear\image0019157.jpg,afraid,AffectNet,train
AffectNet\fear\image0036190.jpg,AffectNet\fear\image0036190.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\AF18AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF18AFS.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\AF10AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF10AFHL.jpg,afraid,KDEF,train
RAFDB\RAF-DB\train\2_fear\train_09182_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09182_aligned.jpg,afraid,RAFDB,train
AffectNet\fear\image0024372.jpg,AffectNet\fear\image0024372.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\AF12AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF12AFS.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\BM08AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BM08AFHL.jpg,afraid,KDEF,train
AffectNet\fear\image0020354.jpg,AffectNet\fear\image0020354.jpg,afraid,AffectNet,train
AffectNet\fear\image0039562.jpg,AffectNet\fear\image0039562.jpg,afraid,AffectNet,train
RAFDB\RAF-DB\train\2_fear\train_09246_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09246_aligned.jpg,afraid,RAFDB,train
AffectNet\fear\image0031802.jpg,AffectNet\fear\image0031802.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\train\negative\Condoleezza_Rice_0009.jpg,LFW\M-LFW-FER-masks\train\negative\Condoleezza_Rice_0009_mask.png,afraid,LFW,train
AffectNet\fear\image0009867.jpg,AffectNet\fear\image0009867.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BM26AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BM26AFS.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\BF24AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF24AFHR.jpg,afraid,KDEF,train
AffectNet\fear\image0036622.jpg,AffectNet\fear\image0036622.jpg,afraid,AffectNet,train
AffectNet\fear\image0040254.jpg,AffectNet\fear\image0040254.jpg,afraid,AffectNet,train
AffectNet\fear\image0038435.jpg,AffectNet\fear\image0038435.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BF33AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF33AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0018851.jpg,AffectNet\fear\image0018851.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BF13AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF13AFS.jpg,afraid,KDEF,train
LFW\M-LFW-FER\eval\negative\Valerie_Thwaites_0001.jpg,LFW\M-LFW-FER-masks\eval\negative\Valerie_Thwaites_0001_mask.png,afraid,LFW,train
RAFDB\RAF-DB\train\2_fear\train_09334_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09334_aligned.jpg,afraid,RAFDB,train
KDEF\KDEF_Sorted_Resized\afraid\AF26AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF26AFHL.jpg,afraid,KDEF,train
LFW\M-LFW-FER\train\negative\Jeremy_Greenstock_0022.jpg,LFW\M-LFW-FER-masks\train\negative\Jeremy_Greenstock_0022_mask.png,afraid,LFW,train
AffectNet\fear\image0037215.jpg,AffectNet\fear\image0037215.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\train\negative\Nate_Blackwell_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Nate_Blackwell_0001_mask.png,afraid,LFW,train
LFW\M-LFW-FER\train\negative\Jakob_Kellenberger_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Jakob_Kellenberger_0001_mask.png,afraid,LFW,train
LFW\M-LFW-FER\train\negative\Lon_Kruger_0002.jpg,LFW\M-LFW-FER-masks\train\negative\Lon_Kruger_0002_mask.png,afraid,LFW,train
AffectNet\fear\image0037631.jpg,AffectNet\fear\image0037631.jpg,afraid,AffectNet,train
AffectNet\fear\image0038462.jpg,AffectNet\fear\image0038462.jpg,afraid,AffectNet,train
AffectNet\fear\image0022990.jpg,AffectNet\fear\image0022990.jpg,afraid,AffectNet,train
RAFDB\RAF-DB\train\2_fear\train_09224_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09224_aligned.jpg,afraid,RAFDB,train
KDEF\KDEF_Sorted_Resized\afraid\BF35AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF35AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0026576.jpg,AffectNet\fear\image0026576.jpg,afraid,AffectNet,train
AffectNet\fear\image0040205.jpg,AffectNet\fear\image0040205.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\AF27AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF27AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0036115.jpg,AffectNet\fear\image0036115.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BM15AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BM15AFHR.jpg,afraid,KDEF,train
AffectNet\fear\image0037253.jpg,AffectNet\fear\image0037253.jpg,afraid,AffectNet,train
AffectNet\fear\image0013476.jpg,AffectNet\fear\image0013476.jpg,afraid,AffectNet,train
AffectNet\fear\image0033665.jpg,AffectNet\fear\image0033665.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\train\negative\Jean_Chretien_0006.jpg,LFW\M-LFW-FER-masks\train\negative\Jean_Chretien_0006_mask.png,afraid,LFW,train
KDEF\KDEF_Sorted_Resized\afraid\BF02AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF02AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0035117.jpg,AffectNet\fear\image0035117.jpg,afraid,AffectNet,train
AffectNet\fear\image0037822.jpg,AffectNet\fear\image0037822.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BM05AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BM05AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0035743.jpg,AffectNet\fear\image0035743.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BF05AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF05AFHR.jpg,afraid,KDEF,train
AffectNet\fear\image0034629.jpg,AffectNet\fear\image0034629.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BF30AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF30AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0036703.jpg,AffectNet\fear\image0036703.jpg,afraid,AffectNet,train
AffectNet\fear\image0018155.jpg,AffectNet\fear\image0018155.jpg,afraid,AffectNet,train
AffectNet\fear\image0038233.jpg,AffectNet\fear\image0038233.jpg,afraid,AffectNet,train
AffectNet\fear\image0032835.jpg,AffectNet\fear\image0032835.jpg,afraid,AffectNet,train
AffectNet\fear\image0039093.jpg,AffectNet\fear\image0039093.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BF10AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF10AFS.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\AF17AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF17AFHR.jpg,afraid,KDEF,train
AffectNet\fear\image0035824.jpg,AffectNet\fear\image0035824.jpg,afraid,AffectNet,train
RAFDB\RAF-DB\train\2_fear\train_09341_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09341_aligned.jpg,afraid,RAFDB,train
KDEF\KDEF_Sorted_Resized\afraid\BF26AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF26AFHL.jpg,afraid,KDEF,train
RAFDB\RAF-DB\train\2_fear\train_09227_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09227_aligned.jpg,afraid,RAFDB,train
LFW\M-LFW-FER\train\negative\Byron_Scott_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Byron_Scott_0001_mask.png,afraid,LFW,train
KDEF\KDEF_Sorted_Resized\afraid\BF03AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF03AFHL.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\BM33AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BM33AFHR.jpg,afraid,KDEF,train
LFW\M-LFW-FER\train\negative\Martin_Verkerk_0003.jpg,LFW\M-LFW-FER-masks\train\negative\Martin_Verkerk_0003_mask.png,afraid,LFW,train
AffectNet\fear\image0038074.jpg,AffectNet\fear\image0038074.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\AF06AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF06AFHR.jpg,afraid,KDEF,train
LFW\M-LFW-FER\train\negative\Robert_Horan_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Robert_Horan_0001_mask.png,afraid,LFW,train
RAFDB\RAF-DB\train\2_fear\train_07393_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_07393_aligned.jpg,afraid,RAFDB,train
KDEF\KDEF_Sorted_Resized\afraid\AM26AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AM26AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0040570.jpg,AffectNet\fear\image0040570.jpg,afraid,AffectNet,train
AffectNet\fear\image0036370.jpg,AffectNet\fear\image0036370.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\train\negative\Jose_Maria_Aznar_0014.jpg,LFW\M-LFW-FER-masks\train\negative\Jose_Maria_Aznar_0014_mask.png,afraid,LFW,train
AffectNet\fear\image0035140.jpg,AffectNet\fear\image0035140.jpg,afraid,AffectNet,train
RAFDB\RAF-DB\train\2_fear\train_09346_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09346_aligned.jpg,afraid,RAFDB,train
LFW\M-LFW-FER\eval\negative\Venus_Williams_0016.jpg,LFW\M-LFW-FER-masks\eval\negative\Venus_Williams_0016_mask.png,afraid,LFW,train
LFW\M-LFW-FER\train\negative\Joe_Lieberman_0009.jpg,LFW\M-LFW-FER-masks\train\negative\Joe_Lieberman_0009_mask.png,afraid,LFW,train
AffectNet\fear\image0030268.jpg,AffectNet\fear\image0030268.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\AF16AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF16AFS.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\AM10AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AM10AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0036816.jpg,AffectNet\fear\image0036816.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\train\negative\Ariel_Sharon_0013.jpg,LFW\M-LFW-FER-masks\train\negative\Ariel_Sharon_0013_mask.png,afraid,LFW,train
AffectNet\fear\image0037420.jpg,AffectNet\fear\image0037420.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BF13AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF13AFHL.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\BM24AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BM24AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0037811.jpg,AffectNet\fear\image0037811.jpg,afraid,AffectNet,train
AffectNet\fear\image0026325.jpg,AffectNet\fear\image0026325.jpg,afraid,AffectNet,train
AffectNet\fear\image0014417.jpg,AffectNet\fear\image0014417.jpg,afraid,AffectNet,train
AffectNet\fear\image0030704.jpg,AffectNet\fear\image0030704.jpg,afraid,AffectNet,train
RAFDB\RAF-DB\train\2_fear\train_09190_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09190_aligned.jpg,afraid,RAFDB,train
AffectNet\fear\image0032978.jpg,AffectNet\fear\image0032978.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\train\negative\Roy_Moore_0004.jpg,LFW\M-LFW-FER-masks\train\negative\Roy_Moore_0004_mask.png,afraid,LFW,train
KDEF\KDEF_Sorted_Resized\afraid\BF12AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF12AFHL.jpg,afraid,KDEF,train
AffectNet\fear\image0002031.jpg,AffectNet\fear\image0002031.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BM01AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BM01AFHR.jpg,afraid,KDEF,train
AffectNet\fear\image0037447.jpg,AffectNet\fear\image0037447.jpg,afraid,AffectNet,train
AffectNet\fear\image0038117.jpg,AffectNet\fear\image0038117.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\AM18AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AM18AFHR.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\AF33AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF33AFHL.jpg,afraid,KDEF,train
LFW\M-LFW-FER\train\negative\Frank_Griswold_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Frank_Griswold_0001_mask.png,afraid,LFW,train
KDEF\KDEF_Sorted_Resized\afraid\BF34AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF34AFS.jpg,afraid,KDEF,train
RAFDB\RAF-DB\train\2_fear\train_09280_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09280_aligned.jpg,afraid,RAFDB,train
LFW\M-LFW-FER\train\negative\Jennifer_Capriati_0026.jpg,LFW\M-LFW-FER-masks\train\negative\Jennifer_Capriati_0026_mask.png,afraid,LFW,train
KDEF\KDEF_Sorted_Resized\afraid\AM19AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AM19AFHR.jpg,afraid,KDEF,train
LFW\M-LFW-FER\train\negative\Donald_Rumsfeld_0097.jpg,LFW\M-LFW-FER-masks\train\negative\Donald_Rumsfeld_0097_mask.png,afraid,LFW,train
KDEF\KDEF_Sorted_Resized\afraid\BF11AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF11AFHL.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\BF08AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF08AFS.jpg,afraid,KDEF,train
LFW\M-LFW-FER\eval\negative\Yevgeny_Kafelnikov_0001.jpg,LFW\M-LFW-FER-masks\eval\negative\Yevgeny_Kafelnikov_0001_mask.png,afraid,LFW,train
KDEF\KDEF_Sorted_Resized\afraid\AM15AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AM15AFHL.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\AM29AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AM29AFHL.jpg,afraid,KDEF,train
AffectNet\fear\image0038748.jpg,AffectNet\fear\image0038748.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\AF28AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF28AFHR.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\AF23AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF23AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0027796.jpg,AffectNet\fear\image0027796.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\eval\negative\Steve_Nash_0004.jpg,LFW\M-LFW-FER-masks\eval\negative\Steve_Nash_0004_mask.png,afraid,LFW,train
AffectNet\fear\image0034703.jpg,AffectNet\fear\image0034703.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\train\negative\Jennifer_Capriati_0029.jpg,LFW\M-LFW-FER-masks\train\negative\Jennifer_Capriati_0029_mask.png,afraid,LFW,train
AffectNet\fear\image0037056.jpg,AffectNet\fear\image0037056.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\AF11AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF11AFHL.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\AF17AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AF17AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0037604.jpg,AffectNet\fear\image0037604.jpg,afraid,AffectNet,train
RAFDB\RAF-DB\train\2_fear\train_09288_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09288_aligned.jpg,afraid,RAFDB,train
AffectNet\fear\image0032360.jpg,AffectNet\fear\image0032360.jpg,afraid,AffectNet,train
AffectNet\fear\image0038156.jpg,AffectNet\fear\image0038156.jpg,afraid,AffectNet,train
AffectNet\fear\image0038953.jpg,AffectNet\fear\image0038953.jpg,afraid,AffectNet,train
RAFDB\RAF-DB\train\2_fear\train_07289_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_07289_aligned.jpg,afraid,RAFDB,train
KDEF\KDEF_Sorted_Resized\afraid\BM13AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BM13AFS.jpg,afraid,KDEF,train
AffectNet\fear\image0036168.jpg,AffectNet\fear\image0036168.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BF10AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF10AFHL.jpg,afraid,KDEF,train
AffectNet\fear\image0024934.jpg,AffectNet\fear\image0024934.jpg,afraid,AffectNet,train
AffectNet\fear\image0031424.jpg,AffectNet\fear\image0031424.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\AM17AFS.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AM17AFS.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\AM11AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AM11AFHL.jpg,afraid,KDEF,train
AffectNet\fear\image0037859.jpg,AffectNet\fear\image0037859.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\train\negative\Ray_Lewis_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Ray_Lewis_0001_mask.png,afraid,LFW,train
LFW\M-LFW-FER\eval\negative\Venus_Williams_0008.jpg,LFW\M-LFW-FER-masks\eval\negative\Venus_Williams_0008_mask.png,afraid,LFW,train
KDEF\KDEF_Sorted_Resized\afraid\AM02AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AM02AFHL.jpg,afraid,KDEF,train
RAFDB\RAF-DB\train\2_fear\train_07304_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_07304_aligned.jpg,afraid,RAFDB,train
KDEF\KDEF_Sorted_Resized\afraid\BM16AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BM16AFHL.jpg,afraid,KDEF,train
AffectNet\fear\image0011092.jpg,AffectNet\fear\image0011092.jpg,afraid,AffectNet,train
AffectNet\fear\image0036502.jpg,AffectNet\fear\image0036502.jpg,afraid,AffectNet,train
KDEF\KDEF_Sorted_Resized\afraid\BF25AFHL.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BF25AFHL.jpg,afraid,KDEF,train
KDEF\KDEF_Sorted_Resized\afraid\AM35AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\AM35AFHR.jpg,afraid,KDEF,train
AffectNet\fear\image0040700.jpg,AffectNet\fear\image0040700.jpg,afraid,AffectNet,train
RAFDB\RAF-DB\train\2_fear\train_07381_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_07381_aligned.jpg,afraid,RAFDB,train
KDEF\KDEF_Sorted_Resized\afraid\BM05AFHR.jpg,KDEF\KDEF_Sorted_Occluded\afraid\img\BM05AFHR.jpg,afraid,KDEF,train
RAFDB\RAF-DB\train\2_fear\train_09339_aligned.png,RAFDB\RAF-DB_Occluded\train\2_fear\hands\img\train_09339_aligned.jpg,afraid,RAFDB,train
AffectNet\fear\image0027934.jpg,AffectNet\fear\image0027934.jpg,afraid,AffectNet,train
LFW\M-LFW-FER\train\negative\Elena_Likhovtseva_0001.jpg,LFW\M-LFW-FER-masks\train\negative\Elena_Likhovtseva_0001_mask.png,afraid,LFW,train
